smiles,fingerprints
CCOC(=O)N1CCN(CC1)C(=O)COC(=O)c2c(noc2C)C,"[2.0892974163961693, 2.4907597528978505, 1.8989484981762754, 3.1537186303621376, 1.8198575576362759, 2.874833638943414, 1.9209847159359106, 3.021057486903824, 2.694631725008917, 3.2964446898931548, 1.561482392869669, 3.2316959167071833, 2.43943769164499, 2.0279963960452845, 1.89576343867285, 2.146252024263267, 2.9294610078727605, 2.513741025879955, 2.855847845354228, 2.4361131438591714, 2.9701153308982926, 1.8432971791775117, 2.0313283047548785, 1.6958253106257928, 1.8655059247378192, 2.1610046088696384, 1.9105287801256596, 2.8567932617125424, 1.8926765694842937, 2.634350527877779, 2.6906000524215954, 2.582326509542059, 1.8067589350742186, 1.7053287123413976, 2.00101997778544, 2.478964522165601, 3.307275441370474, 1.7886980362913274, 1.7962402606944117, 1.6371363393169713, 1.928077967158094, 2.898652509989366, 1.8425440316634452, 2.1669482932768847, 3.127505163711373, 2.3661609161414128, 3.175530094111663, 3.335261538099324, 2.9336702301701467, 3.271549675087302]"
CCOC(=O)N1CCN(CC1)C(=O)Cn2cnc3c(c2=O)nnn3C,"[2.2420597904426214, 2.8010510008457024, 1.985514817708191, 3.4815483369946554, 1.9092136155256914, 2.866470424038835, 1.892031738118165, 2.9743220839408244, 2.6336864826601785, 3.6673265355939293, 1.592174601489365, 3.596658907953359, 2.705007776917226, 2.1076615460318315, 1.8933638144319804, 2.3348322654327056, 2.8517308893252036, 2.475628676619613, 3.262002623738259, 2.32240964523086, 2.8347925597753205, 1.814664702996133, 2.160830828202263, 1.687370409322508, 1.921369062704715, 2.3608592742242847, 2.0143685367204176, 3.2487679940674314, 1.8620320745809513, 2.7792996966130827, 2.9825997018112536, 2.5334541823526147, 1.8028270010585397, 1.764601822339613, 2.1236255559058144, 2.509400943903081, 3.698910832741036, 1.8453075524343268, 1.7842301469070905, 1.6634229273484857, 2.009381907680247, 3.2097762678318937, 1.9240932569391658, 2.1597826829250617, 3.4752798220319945, 2.606856416715461, 2.9919275667724894, 3.242379372355766, 2.771504714994037, 3.6215866127057312]"
CCOC(=O)N1CCN(CC1)C(=O)c2cc(nc3c2c(nn3C)C)C,"[2.1932236203091895, 2.703774240068963, 1.9646243703483197, 3.4852757790848625, 1.8827731873497, 2.887900852241592, 1.9400990216874203, 3.0041801673082063, 2.679815047599095, 3.602460675358015, 1.6341091172438553, 3.525903243671636, 2.662465307188484, 2.197229900160678, 1.9357168164401122, 2.275821502219972, 2.904472976356247, 2.5192530777042887, 3.0984279130086367, 2.39700342529664, 2.9055669783342197, 1.8614289169107316, 2.1176562690664262, 1.7259504535098815, 1.9158972426837644, 2.2948340370296347, 1.97473991350002, 3.0933605175670684, 1.9010253982677594, 2.8650533543985177, 2.9467175782787516, 2.5865040017999883, 1.8452463079846486, 1.7620498671305664, 2.080833275023908, 2.54073874946586, 3.6088224610143653, 1.8409351633953497, 1.8272992539993056, 1.6833243342741964, 2.0702189942044997, 3.164499033362657, 1.8995572643153247, 2.203667600158007, 3.4313380873491783, 2.5670531019351928, 3.0632331753686817, 3.2832949346589713, 2.849374255523677, 3.5952492388429262]"
CCOC(=O)[C@@H](C)NC(=O)c1c(oc2c1c(=O)n(cn2)CC(C)C)C,"[2.033797983587776, 2.3313977357511293, 1.8838468292983612, 3.16877520099734, 1.8003164314347906, 3.327406125021424, 2.1007405642549175, 3.531814762286855, 3.057955162331618, 3.1759195630528287, 1.6715765686382844, 3.043750288989648, 2.296479119679706, 2.105630317973275, 2.0556843181972657, 2.0674287344634474, 3.3868640659912765, 2.832900141312115, 2.6287387597367786, 2.792417656849799, 3.402370469914267, 2.007424291922297, 1.9926733085002484, 1.8441041317889222, 1.8664909077248812, 2.0748243595614073, 1.8543059102901314, 2.6238985701603834, 2.060159821429748, 2.9130155553834314, 2.5504501021434005, 2.9173793111021245, 1.9765750840298897, 1.7052357497486776, 1.9705032402297562, 2.809921522422838, 3.119359426331597, 1.8155695457020444, 1.9696128937217272, 1.7320012138070582, 2.0065867737667844, 2.756502875380545, 1.8377395077547867, 2.4082059691003095, 3.0071622362239765, 2.2823849295539387, 3.7025399793320672, 3.923144802371098, 3.4008967840591406, 3.1755203966938828]"
CCOC(=O)[C@@H]1CCCN(C1)C(=O)Cn2c(=O)c(c(c(n2)C)C)C#N,"[2.236800009096576, 2.51778315556092, 2.0807337575802993, 2.933972678073553, 1.9896327782985623, 2.988762363258881, 2.173351126191013, 3.1286257710560474, 2.8640335951151767, 3.0538314407199465, 1.7587019176599663, 2.9468332587042703, 2.424794963316933, 2.1610743127467646, 2.0928500859251495, 2.2710039518033556, 3.0834103564613313, 2.6874072380652083, 2.8115938245812355, 2.6884742884061748, 3.1716281143845615, 2.0871292058666424, 2.1948878193928767, 1.9348413431333014, 2.0582009040376454, 2.2753804209013624, 2.074718284742708, 2.824555100954898, 2.106572710872012, 2.7272733287855715, 2.5638806292376595, 2.7663439258597116, 2.0540894665116585, 1.8782796716376406, 2.1690741205656674, 2.6319262997345882, 3.1023028631332403, 1.9874727336089788, 2.0465814829055238, 1.855450033943779, 2.1028694825786256, 2.7695340213972317, 2.0230574546049938, 2.3616574359780693, 2.8876093025254526, 2.425742102614135, 3.358416013511174, 3.45728092484578, 3.1382345419327535, 3.0713393871803927]"
CCOC(=O)[C@H](C)NC(=O)c1c(oc2c1c(=O)n(cn2)CC(C)C)C,"[2.033797983587776, 2.3313977357511293, 1.8838468292983612, 3.16877520099734, 1.8003164314347906, 3.327406125021424, 2.1007405642549175, 3.531814762286855, 3.057955162331618, 3.1759195630528287, 1.6715765686382844, 3.043750288989648, 2.296479119679706, 2.105630317973275, 2.0556843181972657, 2.0674287344634474, 3.3868640659912765, 2.832900141312115, 2.6287387597367786, 2.792417656849799, 3.402370469914267, 2.007424291922297, 1.9926733085002484, 1.8441041317889222, 1.8664909077248812, 2.0748243595614073, 1.8543059102901314, 2.6238985701603834, 2.060159821429748, 2.9130155553834314, 2.5504501021434005, 2.9173793111021245, 1.9765750840298897, 1.7052357497486776, 1.9705032402297562, 2.809921522422838, 3.119359426331597, 1.8155695457020444, 1.9696128937217272, 1.7320012138070582, 2.0065867737667844, 2.756502875380545, 1.8377395077547867, 2.4082059691003095, 3.0071622362239765, 2.2823849295539387, 3.7025399793320672, 3.923144802371098, 3.4008967840591406, 3.1755203966938828]"
CCOC(=O)[C@H]1CCCN(C1)C(=O)Cn2c(=O)c(c(c(n2)C)C)C#N,"[2.236800009096576, 2.51778315556092, 2.0807337575802993, 2.933972678073553, 1.9896327782985623, 2.988762363258881, 2.173351126191013, 3.1286257710560474, 2.8640335951151767, 3.0538314407199465, 1.7587019176599663, 2.9468332587042703, 2.424794963316933, 2.1610743127467646, 2.0928500859251495, 2.2710039518033556, 3.0834103564613313, 2.6874072380652083, 2.8115938245812355, 2.6884742884061748, 3.1716281143845615, 2.0871292058666424, 2.1948878193928767, 1.9348413431333014, 2.0582009040376454, 2.2753804209013624, 2.074718284742708, 2.824555100954898, 2.106572710872012, 2.7272733287855715, 2.5638806292376595, 2.7663439258597116, 2.0540894665116585, 1.8782796716376406, 2.1690741205656674, 2.6319262997345882, 3.1023028631332403, 1.9874727336089788, 2.0465814829055238, 1.855450033943779, 2.1028694825786256, 2.7695340213972317, 2.0230574546049938, 2.3616574359780693, 2.8876093025254526, 2.425742102614135, 3.358416013511174, 3.45728092484578, 3.1382345419327535, 3.0713393871803927]"
CCOC(=O)c1c(c([nH]c1C)C(=O)N(C)Cc2nc(on2)C(C)C)C,"[2.082326727507064, 2.4361127189931393, 1.9427774241632576, 3.2487070061125407, 1.8473954913799495, 3.0361125526751205, 2.1187317643896715, 3.1760707072179306, 2.8729881122799856, 3.3336278251674347, 1.7429307778231022, 3.171631666893397, 2.4517771574396763, 2.244346031208959, 2.07849299728625, 2.1206782439738965, 3.1192445481878215, 2.69353337426572, 2.729302170166471, 2.6573674972003043, 3.1759098458114163, 2.0348794877720464, 2.0484439096959743, 1.878422601645414, 1.9218161277871393, 2.1297800366305353, 1.9015777947038837, 2.73084083506863, 2.077367763769848, 2.886320020769714, 2.716700550404466, 2.773542271064333, 1.999406982088988, 1.7624640046797408, 2.0205190262526838, 2.6621185286757147, 3.2960784504340612, 1.87051117814993, 1.9941588380253115, 1.7818932969242631, 2.1336907775351026, 2.922496352999933, 1.888304900118646, 2.3579302563588915, 3.1500183632418017, 2.411861337990701, 3.3692288670841686, 3.522820039150572, 3.147885760564109, 3.328857000270289]"
CCOC(=O)c1c(c([nH]c1C)C(=O)[C@@H](C)N2CCCC[C@@H]2C(=O)N)C,"[2.2563962264885493, 2.5838708938127044, 2.0977812494125723, 2.98545727970501, 2.0023874683733056, 2.8539824410818593, 2.182871264960105, 2.9861235055707045, 2.769088712806341, 3.1475376592666735, 1.7760777107049615, 3.10139019176062, 2.4858351908092446, 2.1406082303130924, 2.0653963170970076, 2.290723780439259, 2.967195515355607, 2.6038649354741557, 2.959880653255334, 2.6414715989901034, 3.066745894067922, 2.0977203180751776, 2.210748748124407, 1.9522467594841353, 2.0799955117900377, 2.299223044078709, 2.0823209114378884, 2.956574435644624, 2.086692675467713, 2.6427953493839795, 2.643932390206573, 2.680058553761648, 2.0630541746050226, 1.8972821749553437, 2.188852267786941, 2.5403511759388757, 3.2104957383908648, 2.0109579912333095, 2.0572944380422467, 1.8819546312637885, 2.098199445835424, 2.8573870326678312, 2.0435085479795125, 2.3105557692950454, 2.997959399618235, 2.4589774084434666, 3.232385603096137, 3.2995067187516085, 3.024542516946337, 3.1297395479499888]"
CCOC(=O)c1c(c([nH]c1C)C(=O)[C@H](C)N2CCCC[C@@H]2C(=O)N)C,"[2.2563962264885493, 2.5838708938127044, 2.0977812494125723, 2.98545727970501, 2.0023874683733056, 2.8539824410818593, 2.182871264960105, 2.9861235055707045, 2.769088712806341, 3.1475376592666735, 1.7760777107049615, 3.10139019176062, 2.4858351908092446, 2.1406082303130924, 2.0653963170970076, 2.290723780439259, 2.967195515355607, 2.6038649354741557, 2.959880653255334, 2.6414715989901034, 3.066745894067922, 2.0977203180751776, 2.210748748124407, 1.9522467594841353, 2.0799955117900377, 2.299223044078709, 2.0823209114378884, 2.956574435644624, 2.086692675467713, 2.6427953493839795, 2.643932390206573, 2.680058553761648, 2.0630541746050226, 1.8972821749553437, 2.188852267786941, 2.5403511759388757, 3.2104957383908648, 2.0109579912333095, 2.0572944380422467, 1.8819546312637885, 2.098199445835424, 2.8573870326678312, 2.0435085479795125, 2.3105557692950454, 2.997959399618235, 2.4589774084434666, 3.232385603096137, 3.2995067187516085, 3.024542516946337, 3.1297395479499888]"
CCOC(=O)c1c(c(c([nH]1)C)C(=O)N(Cc2nc(on2)C)C(C)C)C,"[2.0655151776002594, 2.4228682425928003, 1.9272418121565924, 3.3374258977072393, 1.8328265110198099, 3.028584028399458, 2.109249306859922, 3.164930700796856, 2.8605438382772745, 3.4001627759660913, 1.7336257137044222, 3.279198080478392, 2.4535626902841368, 2.2512635776755694, 2.0699541820265304, 2.102168167042296, 3.1024950892200343, 2.680358897989363, 2.7214314071725014, 2.631386625359508, 3.1509676428945106, 2.0262502443185832, 2.03218619672404, 1.8689978413113335, 1.9077835929344342, 2.112760927578971, 1.88552898808975, 2.7223231742769314, 2.0691341678306117, 2.907973494815924, 2.7571788306369553, 2.763164013445132, 1.9891899934993558, 1.7475921550393678, 2.0045949046798057, 2.6552285722083426, 3.344655341303663, 1.8568550905251833, 1.9846601775135195, 1.7710539456954935, 2.1266902675285415, 2.9618372584280586, 1.8740275640338713, 2.343218577078122, 3.2243575158437037, 2.3991556438832693, 3.330755198722325, 3.4996835497758667, 3.1159918554980623, 3.3914105515572164]"
CCOC(=O)c1c(nn2c3cc(ccc3nc2n1)c4nc(on4)C)[O-],"[1.899520914117256, 2.7299581224214804, 1.6088903577195788, 4.212033506543673, 1.5501359800671572, 3.130400952165677, 1.6422978589738424, 3.2842503421262674, 2.714028000831798, 4.289971057844058, 1.4252246454299335, 4.098364556457787, 2.7488597632950356, 2.211750469895912, 1.7875435998261056, 2.0236642222504733, 3.043355438061171, 2.5211824380354844, 3.2935131914419613, 2.2523893618613036, 2.939781545692351, 1.5643430275222618, 1.7918834888045134, 1.4191979493110982, 1.5408143625222046, 2.0705774536464365, 1.612166852775499, 3.2555407831133136, 1.7026542954699977, 3.1790240506208773, 3.2874755309966917, 2.581882072286792, 1.554439727751103, 1.4381368807172665, 1.751141721311015, 2.6297253900454387, 4.14633751210634, 1.4850668338397528, 1.5366926479580223, 1.3640884357549221, 1.9693576088608915, 3.5192477193280527, 1.5581224268864287, 2.123400544962013, 4.036375044555976, 2.5631464737464635, 3.1848096847092373, 3.6000817045436824, 2.90647680459491, 4.220676646200498]"
CCOC(=O)c1c2c(ncn(c2=O)CC(=O)N3CCCC[C@@H]3C)on1,"[2.1461156164921924, 2.793100176798796, 1.877511125924891, 3.5909474369708914, 1.8128364749215704, 2.994344515456498, 1.825887915219781, 3.1689282701935038, 2.692449149202312, 3.7787764265168264, 1.5123251599659986, 3.715872060751903, 2.665491527577737, 2.0129645573767774, 1.8198406372647957, 2.2381368227327147, 2.981278778759403, 2.502307434726362, 3.3567532938077487, 2.39279013067062, 2.958331442344532, 1.738047692451272, 2.049165041246767, 1.610278429124778, 1.8255474207912032, 2.2741458490833, 1.9109289111849743, 3.32720147408551, 1.7922770651908706, 2.745990732688341, 2.995229310597853, 2.5628979933290514, 1.7337638198382397, 1.6741850496323218, 2.019136856437389, 2.5308131706296626, 3.7730489063355277, 1.7487978007621878, 1.7138424723101544, 1.5749686044196605, 1.9132907610128733, 3.237617677028557, 1.8238158335331436, 2.1323045849060094, 3.5768981893182588, 2.553895324055433, 3.2191123558340013, 3.488556480444345, 2.9305700047449488, 3.6866832353075183]"
CCOC(=O)c1c2c(ncn(c2=O)CC(=O)N3CCCC[C@H]3C)on1,"[2.1461156164921924, 2.793100176798796, 1.877511125924891, 3.5909474369708914, 1.8128364749215704, 2.994344515456498, 1.825887915219781, 3.1689282701935038, 2.692449149202312, 3.7787764265168264, 1.5123251599659986, 3.715872060751903, 2.665491527577737, 2.0129645573767774, 1.8198406372647957, 2.2381368227327147, 2.981278778759403, 2.502307434726362, 3.3567532938077487, 2.39279013067062, 2.958331442344532, 1.738047692451272, 2.049165041246767, 1.610278429124778, 1.8255474207912032, 2.2741458490833, 1.9109289111849743, 3.32720147408551, 1.7922770651908706, 2.745990732688341, 2.995229310597853, 2.5628979933290514, 1.7337638198382397, 1.6741850496323218, 2.019136856437389, 2.5308131706296626, 3.7730489063355277, 1.7487978007621878, 1.7138424723101544, 1.5749686044196605, 1.9132907610128733, 3.237617677028557, 1.8238158335331436, 2.1323045849060094, 3.5768981893182588, 2.553895324055433, 3.2191123558340013, 3.488556480444345, 2.9305700047449488, 3.6866832353075183]"
CCOC(=O)c1c2c(ncn(c2=O)CC(=O)N3CCC[C@@H](C3)C)on1,"[2.1878134158719784, 2.791959460987899, 1.9155333430902202, 3.5539255322800596, 1.8533850259620146, 2.981451312983151, 1.8333924366706595, 3.157701094328877, 2.684168037929829, 3.720506185986381, 1.5230334321838583, 3.650359160134381, 2.6637820037901974, 2.0208310745691995, 1.8209522113941319, 2.2824309372922524, 2.9726894476212666, 2.495000448959672, 3.296309224013058, 2.3937408215569276, 2.9539618605951294, 1.744330276416164, 2.0917788729262723, 1.6196827855617322, 1.8586445839461403, 2.3127749226670065, 1.9544683632098117, 3.2785279101754434, 1.7958793907254997, 2.7376304851580318, 2.9676948300560326, 2.558272852527584, 1.7429081169333902, 1.7086762900876646, 2.057326641000669, 2.517997814536105, 3.7167276702110423, 1.7799096133816765, 1.7202039432327063, 1.5927747540645818, 1.9263210627269167, 3.2059363760446136, 1.858504322666742, 2.1311587350756946, 3.527572029379981, 2.568636241519984, 3.2153518054099473, 3.4798629124419147, 2.929724778306347, 3.6477951514091673]"
CCOC(=O)c1c2c(ncn(c2=O)CC(=O)N3CCC[C@H](C3)C)on1,"[2.1878134158719784, 2.791959460987899, 1.9155333430902202, 3.5539255322800596, 1.8533850259620146, 2.981451312983151, 1.8333924366706595, 3.157701094328877, 2.684168037929829, 3.720506185986381, 1.5230334321838583, 3.650359160134381, 2.6637820037901974, 2.0208310745691995, 1.8209522113941319, 2.2824309372922524, 2.9726894476212666, 2.495000448959672, 3.296309224013058, 2.3937408215569276, 2.9539618605951294, 1.744330276416164, 2.0917788729262723, 1.6196827855617322, 1.8586445839461403, 2.3127749226670065, 1.9544683632098117, 3.2785279101754434, 1.7958793907254997, 2.7376304851580318, 2.9676948300560326, 2.558272852527584, 1.7429081169333902, 1.7086762900876646, 2.057326641000669, 2.517997814536105, 3.7167276702110423, 1.7799096133816765, 1.7202039432327063, 1.5927747540645818, 1.9263210627269167, 3.2059363760446136, 1.858504322666742, 2.1311587350756946, 3.527572029379981, 2.568636241519984, 3.2153518054099473, 3.4798629124419147, 2.929724778306347, 3.6477951514091673]"
CCOC1CCN(CC1)C(=O)Cn2c(=O)c3c(ncn3C)n(c2=O)C,"[2.1794985260812987, 2.528561728254641, 1.983736495566113, 3.107263542770378, 1.902232261467427, 3.111406018282667, 2.0472027827900954, 3.2791439208714364, 2.9063312895549656, 3.210205397506255, 1.6520437514074162, 3.1330033339109002, 2.4466201603598705, 2.091889381419255, 2.002897510334908, 2.233042176965057, 3.175615539937904, 2.7122061379827636, 2.865327735565914, 2.6782082391803685, 3.2178792671522127, 1.953565602836159, 2.115181485838826, 1.8107864566228609, 1.9510989633187157, 2.2458779595181313, 1.992270132786308, 2.864637385432183, 1.9911589519245032, 2.778970478746638, 2.6491332320839702, 2.78975514956974, 1.9518265272710256, 1.779433188643658, 2.0949345530129864, 2.6835254558792574, 3.2420388578968367, 1.8810205252181709, 1.933396232645232, 1.7381076568100433, 2.015316031138839, 2.865239848099471, 1.9300336401278753, 2.328316874324794, 3.047920993433797, 2.4173081503641733, 3.4569352682177454, 3.620416535477422, 3.197058139020038, 3.210420526378751]"
CCOCC(=O)N1CCC(CC1)C(=O)N2Cc3nnc(n3[C@@H](C2)C)C,"[2.56673005412944, 2.9719105221045212, 2.3044600539361397, 3.3422298033906177, 2.2296703004845906, 2.360945118278659, 1.9817065237969083, 2.4054360217264064, 2.2937768044750384, 3.547821777982696, 1.7650226883360618, 3.532388578295399, 2.8467881567598465, 2.186098703916199, 1.8841667626797638, 2.6461987493432684, 2.393193979566123, 2.1920893048422676, 3.346024431756205, 2.169089104036394, 2.460947102061176, 1.9084685448801977, 2.4855865469886997, 1.8371269117347944, 2.2416278546117456, 2.6560977400138883, 2.3590381773025957, 3.355139771486654, 1.8696424326391627, 2.5467955903829798, 3.012334522769574, 2.247040149987086, 1.9194808095363014, 2.0554046951425877, 2.4499645891203268, 2.1977856125907733, 3.645406423199314, 2.150731773731967, 1.8990074799494998, 1.8964313315323853, 2.1548478711407197, 3.2366617533769797, 2.2358450526778135, 2.030222572546461, 3.3961583531004202, 2.7774774126452018, 2.5086688150634213, 2.599859233838182, 2.380576397547441, 3.519877038565105]"
CCOCC(=O)N1CCC(CC1)C(=O)N2Cc3nnc(n3[C@H](C2)C)C,"[2.56673005412944, 2.9719105221045212, 2.3044600539361397, 3.3422298033906177, 2.2296703004845906, 2.360945118278659, 1.9817065237969083, 2.4054360217264064, 2.2937768044750384, 3.547821777982696, 1.7650226883360618, 3.532388578295399, 2.8467881567598465, 2.186098703916199, 1.8841667626797638, 2.6461987493432684, 2.393193979566123, 2.1920893048422676, 3.346024431756205, 2.169089104036394, 2.460947102061176, 1.9084685448801977, 2.4855865469886997, 1.8371269117347944, 2.2416278546117456, 2.6560977400138883, 2.3590381773025957, 3.355139771486654, 1.8696424326391627, 2.5467955903829798, 3.012334522769574, 2.247040149987086, 1.9194808095363014, 2.0554046951425877, 2.4499645891203268, 2.1977856125907733, 3.645406423199314, 2.150731773731967, 1.8990074799494998, 1.8964313315323853, 2.1548478711407197, 3.2366617533769797, 2.2358450526778135, 2.030222572546461, 3.3961583531004202, 2.7774774126452018, 2.5086688150634213, 2.599859233838182, 2.380576397547441, 3.519877038565105]"
CCOCCC(=O)N1C[C@@H]2CC[C@H](C1)N(C2=O)Cc3c(noc3C)C,"[2.548932378164521, 2.9732899297358175, 2.2926468319543383, 3.419594295107184, 2.2194139633058594, 2.322270448537653, 1.9782038590817654, 2.3608010443456027, 2.262566591754975, 3.6354375831691486, 1.7615629205750845, 3.634013852829267, 2.8596213272381776, 2.190488333731688, 1.8762010719951356, 2.627696886595652, 2.354563236157705, 2.165765262419389, 3.377917832235377, 2.141029754219379, 2.4206845320576047, 1.905737957985707, 2.466113896468922, 1.8297572936467155, 2.2353507228426523, 2.635849676718797, 2.344301331094898, 3.382038610753424, 1.8670555441815355, 2.555113855408611, 3.06036301706832, 2.2180909352665488, 1.9067213834743852, 2.052131063847568, 2.431044334606713, 2.17585766006438, 3.717756647401201, 2.143425566332713, 1.8868125342848434, 1.8887964372931936, 2.151355042205565, 3.2915341328173584, 2.2248226972992904, 2.0175568920830984, 3.484860225689304, 2.7755902448480034, 2.4588227585193096, 2.543184340845613, 2.335159615797923, 3.5920936459420836]"
CCOCCn1c(cn2c1nc3c2c(=O)n(c(=O)n3C)C)C(C)(C)C,"[1.6607262428025729, 2.0580923110820315, 1.5130291440619983, 4.967229459376827, 1.425668833217398, 3.5419785734847116, 1.804461143187066, 3.7447801434287378, 3.045639306117832, 3.7706933284116437, 1.3787734185295046, 5.971585132371011, 2.06387478440733, 2.11678467001337, 1.884657464642277, 1.7056832844370071, 3.465071693137901, 2.824010297873323, 2.3808649746847728, 2.697806860366821, 3.4219241977484813, 1.7052680692506792, 1.6107777992338141, 1.5196790784218162, 1.4938709615781756, 1.7224815663175523, 1.4747257193303012, 2.3677467629417857, 1.8211609742793469, 3.746760447238029, 2.5769851284022893, 2.8820227478545686, 1.680221456029786, 1.344186848601304, 1.5912457683457744, 2.929716568044047, 3.211493884488406, 1.4382305289984776, 1.6638905895965976, 1.3821007503350682, 1.8265104697649008, 2.811101436108943, 1.4633963120163964, 2.3170948236476105, 3.8332362371297206, 2.0287487110159512, 3.800875126344626, 4.112586632251739, 3.436381923616229, 3.764167415433449]"
CCOCCn1c2c(=O)[nH]c(=O)n(c2nc1n3c(c(c(n3)C)C)C)C,"[1.9702504100970522, 2.3350974785707255, 1.8306729023216965, 3.1681389133547104, 1.7238855132080915, 3.311153914184226, 2.0919907752665887, 3.48292746827881, 3.085881847517661, 3.212533506931835, 1.6517381082133826, 3.035667849736811, 2.3432479269695357, 2.1888469100874954, 2.101872993648108, 2.0105000328501585, 3.3803947722723096, 2.8848774486118014, 2.646929000222559, 2.8412237488470775, 3.42858343646794, 1.9900860471854942, 1.93084897512822, 1.81500420050014, 1.8038463527694328, 2.022693079439656, 1.7785883544129095, 2.638351269204231, 2.071269364442741, 3.0037743831871486, 2.6108928892788383, 2.965482344449301, 1.9823561345334002, 1.6407983496560918, 1.908519869170962, 2.865742933075214, 3.1863948439413785, 1.7535993933467562, 1.9658323349950957, 1.6827166549617134, 2.0551873082823895, 2.8202087745634445, 1.7744948669510887, 2.4713493915879137, 3.0247991333824213, 2.30745564130589, 3.680413959279109, 3.8544754642458834, 3.4226204916614855, 3.2457822374030756]"
CCOCCn1c2c(nc1n3c(cc(n3)C)C)n(c(=O)n(c2=O)C)C,"[1.931615118012911, 2.394455227723418, 1.7472916552393145, 3.219614061171667, 1.655354190719745, 3.383988999911776, 1.9789008596072548, 3.5994240548680914, 3.1155776851838786, 3.300378711617933, 1.5501654381212002, 3.158390659704735, 2.381130433102203, 2.108498457375854, 2.0197949356373766, 1.99537551362178, 3.4677441662797976, 2.8979221807972046, 2.7615467355366254, 2.8974801618354222, 3.544217745645147, 1.8744379306999226, 1.8683522460782376, 1.6936469062315074, 1.7124149608948995, 2.0144540055409497, 1.71668843269095, 2.746068632151602, 1.9782474087394728, 2.956264524036645, 2.6622794627485007, 2.9760391162320827, 1.8680752410662251, 1.5634588094966873, 1.8402514157868115, 2.8640023905331318, 3.2781130509401932, 1.6554320587138762, 1.8462519058151887, 1.5669319126196206, 1.965713832266332, 2.875016611961134, 1.6904308443165836, 2.4324007805284813, 3.116490889557887, 2.3170486994418886, 3.8990865915538864, 4.021541234786703, 3.5806026922985437, 3.3113904205587215]"
CCO[C@@H]1CCCN(C1)C(=O)Cn2c(=O)c3c(ncn3C)n(c2=O)C,"[2.1711640612135343, 2.587706559857227, 1.9650172313683694, 3.165782235664726, 1.8855771585680838, 3.061060986074753, 2.02695934488142, 3.21837848536868, 2.8594515600504424, 3.2983118554961885, 1.6384433691220313, 3.2267202846715657, 2.495899567550685, 2.092669540917788, 1.986508803917883, 2.2332793295335174, 3.120241974188115, 2.6742563498633194, 2.9801031470671395, 2.641653509774746, 3.1675075164509856, 1.9345110762877942, 2.1017095698018524, 1.7891116458031413, 1.931273695497772, 2.250160630444821, 1.9757338524491002, 2.970518793212874, 1.9734034879277194, 2.7750381373740427, 2.710091459708988, 2.7467502119107694, 1.9269424218421902, 1.7634624249753608, 2.077727306825933, 2.651454541707745, 3.335568200962706, 1.8602696401205654, 1.9089531476092731, 1.7179957106806594, 2.0107717795684845, 2.9296816226779754, 1.9105466152698205, 2.3038498578512527, 3.1273578156042796, 2.4483482942151267, 3.3951580095447795, 3.5474420537847733, 3.1435386801617957, 3.285936444577203]"
CCO[C@@H]1CCCN(C1)C(=O)Cn2cnc3c2c(=O)n(c(=O)n3C)C,"[2.150234454607873, 2.5689356959182184, 1.935295112064894, 3.093877087323274, 1.8582365404191208, 3.1612634405062785, 2.001116365619547, 3.3503099963919767, 2.9383079258073073, 3.2279228545133063, 1.5968496551304976, 3.1456393731700456, 2.4580644774927873, 2.0421661637486404, 1.9765270135494544, 2.2152083985368267, 3.235445640871979, 2.736094322216187, 2.952490640534176, 2.7319230966470203, 3.3048470127646734, 1.9038124269808865, 2.077963541905094, 1.7518805686012069, 1.8974388603465224, 2.233642473449022, 1.949262863847621, 2.9457870358690643, 1.958516901079214, 2.7467426094198766, 2.653198081384813, 2.8127250632323175, 1.8987989529734601, 1.7325234999649577, 2.0520529952354036, 2.696760376918748, 3.271666336444899, 1.8244564885402053, 1.8781570044364808, 1.6768269550255903, 1.963951157423718, 2.8717389232743695, 1.8796353738027087, 2.326400989764733, 3.0575334863415824, 2.4220303552237645, 3.592353564667738, 3.715806606350619, 3.3075675064635783, 3.2200137331977228]"
CCO[C@H]1CCCN(C1)C(=O)Cn2c(=O)c3c(ncn3C)n(c2=O)C,"[2.1711640612135343, 2.587706559857227, 1.9650172313683694, 3.165782235664726, 1.8855771585680838, 3.061060986074753, 2.02695934488142, 3.21837848536868, 2.8594515600504424, 3.2983118554961885, 1.6384433691220313, 3.2267202846715657, 2.495899567550685, 2.092669540917788, 1.986508803917883, 2.2332793295335174, 3.120241974188115, 2.6742563498633194, 2.9801031470671395, 2.641653509774746, 3.1675075164509856, 1.9345110762877942, 2.1017095698018524, 1.7891116458031413, 1.931273695497772, 2.250160630444821, 1.9757338524491002, 2.970518793212874, 1.9734034879277194, 2.7750381373740427, 2.710091459708988, 2.7467502119107694, 1.9269424218421902, 1.7634624249753608, 2.077727306825933, 2.651454541707745, 3.335568200962706, 1.8602696401205654, 1.9089531476092731, 1.7179957106806594, 2.0107717795684845, 2.9296816226779754, 1.9105466152698205, 2.3038498578512527, 3.1273578156042796, 2.4483482942151267, 3.3951580095447795, 3.5474420537847733, 3.1435386801617957, 3.285936444577203]"
