smiles,fingerprints
Cc1c2c3c(cnc2n(n1)C)C(=O)N(C3=O)c4ccc(cc4)NC(=O)C,"[2.2493382369264543, 3.001832740702739, 1.9303624271849331, 3.6663531515486283, 1.8607786930503096, 2.968041185484222, 1.943925868025152, 3.094934580928649, 2.758294105509874, 3.9025900242286853, 1.6301474300063576, 3.9176413636965592, 2.8458909561039687, 2.153643790729485, 1.9424749141657154, 2.377368752552623, 3.010259916475959, 2.5920848501687703, 3.623332770122877, 2.495813435329253, 3.0243182099560264, 1.8615784042634165, 2.1379192183261875, 1.7066292547643733, 1.8522900399743458, 2.41286515492909, 1.9334162084951103, 3.568972625533018, 1.9342607509867542, 2.860045621095612, 3.1588678337607754, 2.657390334740505, 1.83862099775108, 1.7158488602215547, 2.088889786474984, 2.595155516689907, 3.9325924049345202, 1.7939619478676008, 1.8218530606705925, 1.651487310603695, 2.0502238517592333, 3.394377771171559, 1.871624096315115, 2.252074607939176, 3.7345872867679217, 2.7397600121164865, 3.2290129099559515, 3.425145878981802, 2.988177918654779, 3.802942931357608]"
Cc1c2ccc(c(c2oc(=O)c1CC(=O)OC)C)OCC(=O)N(C)C,"[2.0645628052378067, 2.3987152368095623, 1.9140352964479803, 3.2955985400328944, 1.8160042839264956, 3.191715048301967, 2.109792931257091, 3.312605528498672, 2.964521612979935, 3.3220922696053545, 1.7014594551977824, 3.1458982275107026, 2.3720775881845757, 2.1801328934187563, 2.083083262887613, 2.102540075715585, 3.2192020237484127, 2.771727924940833, 2.7252388593057875, 2.619286545661238, 3.1987911277164924, 2.0326067484916877, 2.020973397745977, 1.859365219241107, 1.8928708262305678, 2.106537238979053, 1.8711198529493234, 2.716700795352997, 2.089901188262534, 2.9936914719283747, 2.653170088605294, 2.8444127736995375, 1.9742644786675647, 1.7258399860110907, 1.9932870149488942, 2.7792194164362596, 3.256137169509394, 1.841214625487115, 1.972559855089351, 1.7525657334563305, 2.059726614314444, 2.868788179006825, 1.8607696390817758, 2.387874732069611, 3.130710077870405, 2.3489535122122724, 3.377928677429498, 3.624112381867996, 3.139679523848419, 3.315937243820768]"
Cc1c2ccc(cc2oc(=O)c1CCC(=O)N(C)CC(=O)N(C)C)O,"[2.2761492016627742, 2.810577270603715, 2.0370820272246117, 3.608389113509896, 1.9630337997060288, 2.556996194997871, 2.0139934931085124, 2.618671169363264, 2.463543077883909, 3.757427769460789, 1.7183159340780272, 3.7654312509609893, 2.7342066970228376, 2.189056556008122, 1.9265184274394125, 2.361547949615885, 2.6122804136220807, 2.341694837157833, 3.28715606009932, 2.2887231792562823, 2.657514933737069, 1.94978482078265, 2.194705163095025, 1.8191798994326656, 1.9983707961563502, 2.3774259484827196, 2.044693699504003, 3.269558590132544, 1.9502266250641487, 2.715186945982005, 3.0583782752065303, 2.3997046320313555, 1.9049558545205638, 1.8388089907023069, 2.1593565967520307, 2.3314740118305792, 3.752605113010347, 1.9369183484888786, 1.8974946444585523, 1.7860806248416958, 2.0949576343238614, 3.2908613461208764, 1.9842098762411204, 2.120619182917669, 3.6354696797756714, 2.627630024738158, 2.7445678424599365, 2.863104164609727, 2.5847620364442148, 3.680599275374585]"
Cc1c2cnn(c2c(=O)n(n1)CC(=O)N(C(C)C)C(C)C)C(C)(C)C,"[1.8978456683848224, 2.188267556411275, 1.772620022808311, 4.890104055762986, 1.686241851399088, 3.0574523473898725, 1.9561355217937266, 3.215927111720999, 2.702087795559983, 3.7190768967102135, 1.6264195096955107, 6.000710733706322, 2.1996367570466946, 2.2457883609553497, 1.937301306019531, 1.9282997820472632, 3.0002353101111163, 2.54396757925863, 2.4614186224022494, 2.447632230287329, 2.960469576463679, 1.8807537373784822, 1.8692390021218452, 1.7335588515268487, 1.7607792041555121, 1.9335206394048048, 1.7302349591354478, 2.451704669179553, 1.9138643752299642, 3.5426387458411503, 2.639566046777978, 2.5938053545757644, 1.8332603673722632, 1.6002808225188907, 1.8461508678117455, 2.639188019313755, 3.211561284950092, 1.7136904442879355, 1.8325446078675984, 1.6475164537978941, 2.030708911190489, 2.8628492455226464, 1.7250524672324445, 2.2204085231210104, 3.808097709734662, 2.1854098622671803, 3.192258105196899, 3.5387660911122123, 2.925661112338264, 3.69929092310171]"
Cc1c[nH+]c(nc1N(C)C)N2CCC3(CC2)[C@@H](CC(=O)N3C)C(=O)[O-],"[2.3728577971180007, 2.8317982989713406, 2.1547999814338197, 3.13579520780149, 2.061862267985545, 2.591401560724392, 2.1066496910598387, 2.6688788243783725, 2.5330191630303487, 3.361771115315302, 1.7724803454469136, 3.348000237762349, 2.7073302919379763, 2.158529547440147, 1.9987845257038988, 2.449357334947321, 2.676010982078897, 2.4106843061050536, 3.267209674423311, 2.3996933999047796, 2.761742261751546, 2.036984180408289, 2.31016639797174, 1.9105215537572557, 2.1070181473742453, 2.457622771598766, 2.1585688367987674, 3.253117349855066, 2.0184678544913313, 2.578922635603383, 2.8468377371470464, 2.4696612912155533, 2.0013323471038564, 1.9309621335512601, 2.2727279314364104, 2.3667800361473623, 3.4740306375697667, 2.037021493933901, 1.9958459294353712, 1.874944767714887, 2.1224728773605532, 3.06202412114655, 2.090761345043833, 2.188155888531184, 3.212455591224092, 2.643939889585332, 2.8492097885792402, 2.9312143411735754, 2.6935552953656328, 3.336020013555106]"
Cc1c[nH+]c(nc1N(C)C)N2CCC3(CC2)[C@H](CC(=O)N3C)C(=O)[O-],"[2.3728577971180007, 2.8317982989713406, 2.1547999814338197, 3.13579520780149, 2.061862267985545, 2.591401560724392, 2.1066496910598387, 2.6688788243783725, 2.5330191630303487, 3.361771115315302, 1.7724803454469136, 3.348000237762349, 2.7073302919379763, 2.158529547440147, 1.9987845257038988, 2.449357334947321, 2.676010982078897, 2.4106843061050536, 3.267209674423311, 2.3996933999047796, 2.761742261751546, 2.036984180408289, 2.31016639797174, 1.9105215537572557, 2.1070181473742453, 2.457622771598766, 2.1585688367987674, 3.253117349855066, 2.0184678544913313, 2.578922635603383, 2.8468377371470464, 2.4696612912155533, 2.0013323471038564, 1.9309621335512601, 2.2727279314364104, 2.3667800361473623, 3.4740306375697667, 2.037021493933901, 1.9958459294353712, 1.874944767714887, 2.1224728773605532, 3.06202412114655, 2.090761345043833, 2.188155888531184, 3.212455591224092, 2.643939889585332, 2.8492097885792402, 2.9312143411735754, 2.6935552953656328, 3.336020013555106]"
Cc1c[nH+]c2c(c1N3CCC(CC3)C(=O)OC)c(=O)n(c(=O)n2C)C,"[2.0144651954140365, 2.3522758821834775, 1.8434857234227833, 2.932539692560772, 1.7525055447073166, 3.42126539899349, 2.086251148283949, 3.639781222720714, 3.1996182620919305, 3.0230045206741893, 1.5923597805814722, 2.9137671960327243, 2.273481871703394, 2.021894881200947, 2.065049541104456, 2.054972340773621, 3.536262473006492, 2.963973675571167, 2.685510548118639, 2.967595291618658, 3.6124269827287856, 1.9821462233949618, 1.9587251674088983, 1.7962634763232088, 1.8174937574288421, 2.069155594401531, 1.8182566555362472, 2.679079827321435, 2.0600353144429207, 2.812019750342852, 2.470461610114975, 3.0534704688932934, 1.9659819722981307, 1.6537869542088242, 1.9367386943866811, 2.891603206854007, 3.038195348201201, 1.7545347722285773, 1.9476107647910408, 1.661522393984364, 1.9341696250546843, 2.677947633321107, 1.7899103721601362, 2.4731070936292054, 2.8543748053347096, 2.269675020253523, 3.952939947751611, 4.061316983451746, 3.636462268842881, 3.0305271241453893]"
Cc1cc(=O)oc(c1C(=O)N2CCC3(CCC(=O)N(CC3)C)CC2)C,"[2.3700228534237904, 3.2135904760726626, 2.0110605108512707, 3.7703760322066593, 1.9615199249197004, 2.342963790932456, 1.788386184066944, 2.4106576038323135, 2.2313891434911213, 4.0903299310639785, 1.5466965214924413, 4.22810365279089, 3.0699661894364496, 2.077595805281261, 1.7348487025083066, 2.5236524075393145, 2.3679844390037825, 2.121777506513534, 3.929871481005127, 2.0618144563750995, 2.4100418960434635, 1.7198711446394177, 2.2343530171220323, 1.6118859342111562, 1.9510387320984923, 2.5573856189140987, 2.0935059347540217, 3.8762160592658317, 1.7209911233366044, 2.5355805502593984, 3.368855641354349, 2.1726264319345985, 1.7024125148956701, 1.799585728937403, 2.1800300458087873, 2.1381148712071374, 4.213609968588967, 1.8508657233633425, 1.6846962169188973, 1.6195143560411833, 1.9792190673103707, 3.6272584886801646, 1.943735817048902, 1.9206850141002447, 3.9656550133406947, 2.8479650801490273, 2.489148920204388, 2.6094412942620333, 2.3305667876259526, 3.992535394776264]"
Cc1cc(=O)oc(c1C(=O)OCC(=O)N2CCO[C@@H]3[C@@H]2CCCC3)C,"[2.255515956246935, 2.9456279294012218, 1.945784204198094, 3.69756594024421, 1.8931189497728218, 2.6828568113960807, 1.799563677281015, 2.791357388776845, 2.4881743249737265, 3.9305306726644638, 1.5507917843760306, 3.964025268498647, 2.8540897809741055, 2.118437768316046, 1.8032862039385325, 2.362744362270915, 2.6882408336200516, 2.3317665865103683, 3.5389461715084662, 2.2152978405425414, 2.699169544369497, 1.7271494632604254, 2.1360900831335385, 1.6019477614090343, 1.8987310236418575, 2.396805435460445, 2.0050622888012355, 3.507456897492105, 1.7725428242980232, 2.709498556914348, 3.1880548290717394, 2.386563556340592, 1.7033783475592683, 1.7492396995574024, 2.098596257365648, 2.3531441413685443, 3.9619456706547935, 1.803421764711016, 1.689669224657222, 1.5972801021428058, 1.9942538636231815, 3.4303096076155537, 1.8893755259364338, 2.0398530334299663, 3.7588331647453033, 2.6842288056706334, 2.849475788246732, 3.0349905907907653, 2.631664033074798, 3.8435456591459713]"
Cc1cc(=O)oc(c1C(=O)OCC(=O)N2CCO[C@@H]3[C@H]2CCCC3)C,"[2.255515956246935, 2.9456279294012218, 1.945784204198094, 3.69756594024421, 1.8931189497728218, 2.6828568113960807, 1.799563677281015, 2.791357388776845, 2.4881743249737265, 3.9305306726644638, 1.5507917843760306, 3.964025268498647, 2.8540897809741055, 2.118437768316046, 1.8032862039385325, 2.362744362270915, 2.6882408336200516, 2.3317665865103683, 3.5389461715084662, 2.2152978405425414, 2.699169544369497, 1.7271494632604254, 2.1360900831335385, 1.6019477614090343, 1.8987310236418575, 2.396805435460445, 2.0050622888012355, 3.507456897492105, 1.7725428242980232, 2.709498556914348, 3.1880548290717394, 2.386563556340592, 1.7033783475592683, 1.7492396995574024, 2.098596257365648, 2.3531441413685443, 3.9619456706547935, 1.803421764711016, 1.689669224657222, 1.5972801021428058, 1.9942538636231815, 3.4303096076155537, 1.8893755259364338, 2.0398530334299663, 3.7588331647453033, 2.6842288056706334, 2.849475788246732, 3.0349905907907653, 2.631664033074798, 3.8435456591459713]"
Cc1cc(=O)oc(c1C(=O)OCC(=O)N2CCO[C@H]3[C@@H]2CCCC3)C,"[2.255515956246935, 2.9456279294012218, 1.945784204198094, 3.69756594024421, 1.8931189497728218, 2.6828568113960807, 1.799563677281015, 2.791357388776845, 2.4881743249737265, 3.9305306726644638, 1.5507917843760306, 3.964025268498647, 2.8540897809741055, 2.118437768316046, 1.8032862039385325, 2.362744362270915, 2.6882408336200516, 2.3317665865103683, 3.5389461715084662, 2.2152978405425414, 2.699169544369497, 1.7271494632604254, 2.1360900831335385, 1.6019477614090343, 1.8987310236418575, 2.396805435460445, 2.0050622888012355, 3.507456897492105, 1.7725428242980232, 2.709498556914348, 3.1880548290717394, 2.386563556340592, 1.7033783475592683, 1.7492396995574024, 2.098596257365648, 2.3531441413685443, 3.9619456706547935, 1.803421764711016, 1.689669224657222, 1.5972801021428058, 1.9942538636231815, 3.4303096076155537, 1.8893755259364338, 2.0398530334299663, 3.7588331647453033, 2.6842288056706334, 2.849475788246732, 3.0349905907907653, 2.631664033074798, 3.8435456591459713]"
Cc1cc(=O)oc(c1C(=O)OCC(=O)N2CCO[C@H]3[C@H]2CCCC3)C,"[2.255515956246935, 2.9456279294012218, 1.945784204198094, 3.69756594024421, 1.8931189497728218, 2.6828568113960807, 1.799563677281015, 2.791357388776845, 2.4881743249737265, 3.9305306726644638, 1.5507917843760306, 3.964025268498647, 2.8540897809741055, 2.118437768316046, 1.8032862039385325, 2.362744362270915, 2.6882408336200516, 2.3317665865103683, 3.5389461715084662, 2.2152978405425414, 2.699169544369497, 1.7271494632604254, 2.1360900831335385, 1.6019477614090343, 1.8987310236418575, 2.396805435460445, 2.0050622888012355, 3.507456897492105, 1.7725428242980232, 2.709498556914348, 3.1880548290717394, 2.386563556340592, 1.7033783475592683, 1.7492396995574024, 2.098596257365648, 2.3531441413685443, 3.9619456706547935, 1.803421764711016, 1.689669224657222, 1.5972801021428058, 1.9942538636231815, 3.4303096076155537, 1.8893755259364338, 2.0398530334299663, 3.7588331647453033, 2.6842288056706334, 2.849475788246732, 3.0349905907907653, 2.631664033074798, 3.8435456591459713]"
Cc1cc(=O)oc(c1C(=O)OCC(=O)Nc2cc(no2)C(C)(C)C)C,"[1.8086552870044368, 2.5021524327439826, 1.5703949275606255, 5.793311184969614, 1.5129501994203705, 2.8328817629841874, 1.635115421783086, 2.9408204230374224, 2.41576326516155, 4.63794303794378, 1.401918602749165, 7.080732486016251, 2.5312682498659833, 2.242663968127918, 1.7057460851689323, 1.9031530914527173, 2.694588367271545, 2.268041250120861, 2.971356735913352, 2.046897621430574, 2.610030126132402, 1.5751697580445896, 1.7225985845079315, 1.4193719055922096, 1.5316069847437634, 1.9353179077097862, 1.5699539601839347, 2.959450142834929, 1.6748087012321673, 3.6455246765926095, 3.218703902469346, 2.3091503957971895, 1.5116237972048276, 1.415392027496081, 1.6825179967804602, 2.409742563833731, 4.016743194784376, 1.4706219330025985, 1.5049334661526104, 1.3618623978124313, 1.920786436921052, 3.476975365015755, 1.5218028209161107, 1.950808522436079, 4.718652084608425, 2.3751568441315514, 2.7835680726101524, 3.1704514243268775, 2.534442117480308, 4.505877487919359]"
Cc1cc(=O)oc(c1C(=O)OCc2ccc(cc2[N+](=O)[O-])C(=O)N)C,"[2.2252126040586266, 2.8044403605492985, 1.9519638602457217, 3.4962715797447395, 1.8846848738439221, 2.745417229067891, 1.9643750984010369, 2.8531201456569044, 2.5998938302016317, 3.6736226352455335, 1.641185016168237, 3.720348436329613, 2.7248802705967874, 2.1356856813997798, 1.9140285945487636, 2.3293051895479633, 2.803401249130153, 2.4471793631202674, 3.2693392021918855, 2.3769411711661754, 2.855881551529485, 1.894472045279684, 2.128296064740924, 1.7324701454406402, 1.894139786334098, 2.346113436610608, 1.9589374714321888, 3.2493951557507126, 1.9492591275896396, 2.7048350654629276, 3.0184792092414154, 2.510807176285068, 1.834558566812537, 1.762983101816164, 2.0805355657130016, 2.4184887384771176, 3.689390869062456, 1.8313423626655088, 1.8241580507119735, 1.678322916288481, 2.0298171366348714, 3.245955025109718, 1.8966622332120031, 2.1569270379197683, 3.5532960753063887, 2.6158091514365758, 3.015866499180288, 3.1530164739311655, 2.799879688570711, 3.608607880238947]"
Cc1cc(c(cc1C)c2c(c(nc3c2c(=O)n(c(=O)n3C)C)N)C#N)C,"[1.9077703545544746, 2.2916015627387325, 1.768416491122558, 3.1145050941285826, 1.6703430563454253, 3.743802071765981, 2.1576577631312555, 4.02310705772519, 3.4359259142316905, 3.155263343728496, 1.6591485667075656, 3.0016184146133287, 2.305590993863669, 2.1917945550432267, 2.1770935659252135, 1.9541995262778729, 3.8737400781838622, 3.1844654579150333, 2.5920151454167004, 3.240116055700656, 3.9787810643696946, 2.0466895277952717, 1.857196080123742, 1.829892582043848, 1.7475143642433448, 1.9632912697810154, 1.702596881719932, 2.585108694176806, 2.152233960570433, 3.1075561402354177, 2.55713797234544, 3.277067924373169, 2.014405510550367, 1.6097592787349049, 1.8298201489409682, 3.122719656528377, 3.121994231299631, 1.7028131045784818, 1.9955595974071612, 1.6579448742766263, 2.054660382333461, 2.764390786783138, 1.7126334785563673, 2.655334975031905, 2.9891463572461396, 2.277410337228127, 4.445125284370864, 4.542797881382937, 4.057218748147197, 3.193023835705718]"
Cc1cc(c(n1c2cc(on2)C)C)C(=O)CN3C(=O)C(=O)N(C3=O)C,"[2.284367621051583, 2.6994627567641034, 2.130451819325338, 3.317170495000596, 2.0263219198170606, 2.531083211020175, 2.1854368018062456, 2.5858362961818755, 2.5075260957956744, 3.4913016839157893, 1.8444892968621753, 3.4915721463947147, 2.6456791967309465, 2.2319872391878426, 2.0429008920749148, 2.3374530121696804, 2.63005962806689, 2.4017055909975746, 3.0698346345013596, 2.4051498074147277, 2.7454784709900393, 2.1218571021179127, 2.249412783690248, 1.9691905293830558, 2.0859093541955076, 2.340816033024203, 2.0843577825513164, 3.0677424477272472, 2.1121338500414293, 2.648195004717197, 2.9029041473924115, 2.4649980446638713, 2.048699406767748, 1.9302473515888436, 2.210446435407463, 2.3503783020665945, 3.5072992948607085, 2.0400111851267524, 2.0442035646084245, 1.9187932881218093, 2.1752120562363, 3.1174614989626783, 2.069965059854558, 2.2053066355339084, 3.373858258296766, 2.590616816343063, 2.8087081976433907, 2.8593636222620304, 2.6646933244976294, 3.4319500062476247]"
Cc1cc(c(n1c2cc(on2)C)C)C=C3C(=O)N(C(=O)N(C3=O)C)C,"[2.2608854998983614, 2.732716289380731, 2.0890901107148157, 3.3994588700152484, 1.987355843799163, 2.5289307625957385, 2.1382734733631716, 2.582544972613269, 2.4940948876862867, 3.5876852783556523, 1.818914886296879, 3.5906635300484853, 2.6884324865223004, 2.2422865267204903, 2.019602747596787, 2.3236318547282333, 2.6227353951612824, 2.3880646264922465, 3.135047170254719, 2.37375411997988, 2.7226501086786508, 2.0759329607143173, 2.216547461334758, 1.9267835002913618, 2.0397326690579956, 2.331299908436711, 2.042436394436744, 3.1260663462146026, 2.071842562486516, 2.677763312400221, 2.968294598397298, 2.448248869607114, 2.008065584192314, 1.890500831874912, 2.1749519550218324, 2.347476481124478, 3.593656095476749, 1.9935914702011106, 2.0031492990610142, 1.8765490923788497, 2.1737103223167527, 3.1823361341260195, 2.025636769218794, 2.189354530874171, 3.4665945459586673, 2.616065708604233, 2.788982005060428, 2.8570578504409196, 2.6450698612575554, 3.5154834385311644]"
Cc1cc(c(o1)C)C(=O)N2CCC[C@@H](C2)c3nnc(n3C)C[NH+](C)C,"[2.3618397758295773, 2.951672483503608, 2.0940513928379896, 3.6776711874473462, 2.018030289644279, 2.4295403984065675, 1.9004415829162578, 2.481796109497671, 2.3220565147282954, 3.881121974063281, 1.6917649854923784, 3.8769510235191404, 2.897235333728678, 2.238717219959339, 1.8500793102763904, 2.461386122229305, 2.453997025840293, 2.2143003134275534, 3.4285988319601617, 2.152434589398612, 2.490539148712586, 1.82845441315026, 2.270685981711913, 1.7380115065298232, 2.033831223962657, 2.482862388085774, 2.120847470451162, 3.4119971658111408, 1.8174520824686722, 2.7081101173933764, 3.2022736823740496, 2.2700600797216133, 1.8329629309706224, 1.8769039356834099, 2.230856082134489, 2.2462787732397738, 3.9123946853799514, 1.9572065163926993, 1.8113326082854253, 1.7571026691811698, 2.143507283901975, 3.435688240287746, 2.025876480897566, 2.028819559908473, 3.725342586092513, 2.762095497169935, 2.555755632638328, 2.6969730678099006, 2.420209241427292, 3.8218824835189764]"
Cc1cc(c(o1)C)C(=O)N2CCC[C@H](C2)c3nnc(n3C)C[NH+](C)C,"[2.3618397758295773, 2.951672483503608, 2.0940513928379896, 3.6776711874473462, 2.018030289644279, 2.4295403984065675, 1.9004415829162578, 2.481796109497671, 2.3220565147282954, 3.881121974063281, 1.6917649854923784, 3.8769510235191404, 2.897235333728678, 2.238717219959339, 1.8500793102763904, 2.461386122229305, 2.453997025840293, 2.2143003134275534, 3.4285988319601617, 2.152434589398612, 2.490539148712586, 1.82845441315026, 2.270685981711913, 1.7380115065298232, 2.033831223962657, 2.482862388085774, 2.120847470451162, 3.4119971658111408, 1.8174520824686722, 2.7081101173933764, 3.2022736823740496, 2.2700600797216133, 1.8329629309706224, 1.8769039356834099, 2.230856082134489, 2.2462787732397738, 3.9123946853799514, 1.9572065163926993, 1.8113326082854253, 1.7571026691811698, 2.143507283901975, 3.435688240287746, 2.025876480897566, 2.028819559908473, 3.725342586092513, 2.762095497169935, 2.555755632638328, 2.6969730678099006, 2.420209241427292, 3.8218824835189764]"
Cc1cc(c(o1)C)C(=O)N2CCN([C@H](C2)C)C(=O)c3cc(oc3C)C,"[2.307131936987915, 2.8691118863833482, 2.063225586988204, 3.809646905884989, 1.986500865580497, 2.4131679380015623, 1.9359138459783414, 2.458214818204443, 2.3179837840391264, 3.9532044345792676, 1.7218282604217796, 3.9919758399178678, 2.8737499458073636, 2.2868443404006515, 1.871632997280372, 2.4003278066111022, 2.4477609893860226, 2.215756185473069, 3.3070041056508357, 2.146798747696867, 2.492931600062714, 1.8717047567093903, 2.2231480729413815, 1.7579970561956508, 2.0125500399860385, 2.414445212716399, 2.0706945515688115, 3.296448944844078, 1.8691034196870433, 2.766898991908979, 3.242765377921903, 2.273062103689745, 1.8386601108037608, 1.8674743757358248, 2.180729636413922, 2.240365290484542, 3.934853733112252, 1.942365752958909, 1.8239764049002893, 1.762887036025734, 2.161671967840034, 3.471702446779815, 1.9983215575279831, 2.0369416974209393, 3.830070606099289, 2.721129742956065, 2.5449294715957596, 2.6732077943516837, 2.4064652772306916, 3.894715748256748]"
Cc1cc(c(o1)C)[C@@]2(C(=O)N(C(=O)N2)Cc3nc(no3)C(C)(C)C)C,"[1.7318391452827764, 2.319730325259366, 1.549891498782944, 6.026451529222432, 1.47938650135433, 2.9223609514577875, 1.643554002136956, 3.0382285905223485, 2.4271261882251594, 4.704920546190868, 1.4462178900012315, 7.14815729098709, 2.450974969961593, 2.36273921963993, 1.751439384955359, 1.7999353953014117, 2.7192737087220493, 2.2944650212128876, 2.7077513138587976, 1.9718832792238765, 2.563930101056718, 1.5944636303310789, 1.6738821194150058, 1.441611985031054, 1.523573037165453, 1.8277730357533395, 1.5255084321773265, 2.7007222069412737, 1.6870486529985007, 3.9166524317549696, 3.2350360371814606, 2.3243307577143066, 1.5206812738617799, 1.40470734038733, 1.6406867376593917, 2.5043773556152327, 3.9997582580325157, 1.466489836486473, 1.5233439370223, 1.3835735377724057, 1.9870705332733536, 3.480137952496577, 1.5026376924184865, 1.9818098874689583, 4.775105163564731, 2.2825261946879882, 2.7014916449877635, 3.2494068716438758, 2.456615218657441, 4.628721384143724]"
Cc1cc(c(o1)C)[C@@]2(C(=O)N(C(=O)N2)Cc3ncc(o3)C(C)(C)C)C,"[1.7775791807254273, 2.3877546171930484, 1.5672270671369273, 6.011937643903336, 1.5041907078462382, 2.890627500062782, 1.6255841136055946, 2.9859905204006023, 2.4013722707000213, 4.690769084912394, 1.4368891210435, 7.235391515499185, 2.486461092166014, 2.32750763525621, 1.7238114239909879, 1.8570586554519575, 2.686700754476542, 2.2661170762421965, 2.7989145831722446, 1.9475413646211563, 2.532533940820604, 1.5763903583808698, 1.7048934313536805, 1.4294378964308943, 1.5378190962672726, 1.8854523912982817, 1.555698147932898, 2.7854546124112183, 1.6629255313681905, 3.843291663218558, 3.2456093974168096, 2.300151915722501, 1.5066261691927358, 1.4169374192936868, 1.6701955033601803, 2.471785089071379, 4.012515605638954, 1.4771927032544219, 1.508435777584197, 1.381367908260218, 1.9662632345624775, 3.4935880608924945, 1.5196442310602312, 1.9504929286008834, 4.788627153858275, 2.3179714223761096, 2.6599445252216296, 3.166749662283894, 2.422969756294043, 4.599608538166046]"
Cc1cc(c(o1)C)[C@]2(C(=O)N(C(=O)N2)Cc3nc(no3)C(C)(C)C)C,"[1.7318391452827764, 2.319730325259366, 1.549891498782944, 6.026451529222432, 1.47938650135433, 2.9223609514577875, 1.643554002136956, 3.0382285905223485, 2.4271261882251594, 4.704920546190868, 1.4462178900012315, 7.14815729098709, 2.450974969961593, 2.36273921963993, 1.751439384955359, 1.7999353953014117, 2.7192737087220493, 2.2944650212128876, 2.7077513138587976, 1.9718832792238765, 2.563930101056718, 1.5944636303310789, 1.6738821194150058, 1.441611985031054, 1.523573037165453, 1.8277730357533395, 1.5255084321773265, 2.7007222069412737, 1.6870486529985007, 3.9166524317549696, 3.2350360371814606, 2.3243307577143066, 1.5206812738617799, 1.40470734038733, 1.6406867376593917, 2.5043773556152327, 3.9997582580325157, 1.466489836486473, 1.5233439370223, 1.3835735377724057, 1.9870705332733536, 3.480137952496577, 1.5026376924184865, 1.9818098874689583, 4.775105163564731, 2.2825261946879882, 2.7014916449877635, 3.2494068716438758, 2.456615218657441, 4.628721384143724]"
Cc1cc(c(o1)C)[C@]2(C(=O)N(C(=O)N2)Cc3ncc(o3)C(C)(C)C)C,"[1.7775791807254273, 2.3877546171930484, 1.5672270671369273, 6.011937643903336, 1.5041907078462382, 2.890627500062782, 1.6255841136055946, 2.9859905204006023, 2.4013722707000213, 4.690769084912394, 1.4368891210435, 7.235391515499185, 2.486461092166014, 2.32750763525621, 1.7238114239909879, 1.8570586554519575, 2.686700754476542, 2.2661170762421965, 2.7989145831722446, 1.9475413646211563, 2.532533940820604, 1.5763903583808698, 1.7048934313536805, 1.4294378964308943, 1.5378190962672726, 1.8854523912982817, 1.555698147932898, 2.7854546124112183, 1.6629255313681905, 3.843291663218558, 3.2456093974168096, 2.300151915722501, 1.5066261691927358, 1.4169374192936868, 1.6701955033601803, 2.471785089071379, 4.012515605638954, 1.4771927032544219, 1.508435777584197, 1.381367908260218, 1.9662632345624775, 3.4935880608924945, 1.5196442310602312, 1.9504929286008834, 4.788627153858275, 2.3179714223761096, 2.6599445252216296, 3.166749662283894, 2.422969756294043, 4.599608538166046]"
Cc1cc(c2c(n1)n(nc2[O-])C)C(=O)OCC(=O)N(C(C)C)C(C)C,"[2.06629589929146, 2.3860228687390084, 1.9196606318502085, 3.255801057064548, 1.8326639662296018, 3.135637949508011, 2.107348776791851, 3.2805157326654886, 2.9258942250983364, 3.286762507996404, 1.7404160002877813, 3.1624819363858516, 2.4147470516146647, 2.2409809185652256, 2.092658925682277, 2.1080078620000546, 3.1959554394977228, 2.738759225063073, 2.6745908174798365, 2.6532619311567083, 3.2149670914778845, 2.0315976714475146, 2.030561327468875, 1.862884846732411, 1.9010262536962899, 2.1118097907789712, 1.8825276052810287, 2.6652719702259935, 2.083744144196547, 2.9629100636564134, 2.6794550624152724, 2.811978713336957, 1.971859469745575, 1.744385642575034, 1.9992019629142075, 2.7258158038157068, 3.242698924461188, 1.8508248539208605, 1.9733928265134244, 1.7671032265728046, 2.1148812447363223, 2.877052731171005, 1.8699026689726372, 2.3901305805792186, 3.120689895443563, 2.3601175908292733, 3.423593133518708, 3.6326536140871917, 3.177506108923247, 3.300991457537758]"
Cc1cc(c2c(nn(c2n1)C)C)C(=O)N(C)CC(=O)NCCCOC,"[2.195039539276868, 2.6302571085494932, 1.9895386922504907, 3.465204750160424, 1.9010003082098634, 2.8701505576225106, 1.9924286428584743, 2.9609107256949967, 2.681176100249691, 3.5555476284968863, 1.7045126202335468, 3.479360260683349, 2.621802092951004, 2.252709827892144, 1.990260366413474, 2.2639069231432636, 2.8815227440237936, 2.52998009344322, 2.996941423612964, 2.4017001723638787, 2.875347593899956, 1.9207020645405533, 2.125943740301203, 1.7912419060681222, 1.9518393569706727, 2.2742981124981805, 1.9865135841485333, 2.989573270137782, 1.953245504227792, 2.9256040541214094, 2.914953798164494, 2.584799917117337, 1.8988750560451648, 1.7872026760043438, 2.096491013170045, 2.5669075996921435, 3.541535454235466, 1.884755660419122, 1.8885633982324703, 1.7464044332249398, 2.126466084269147, 3.1310129166411524, 1.9289810809972823, 2.246232700963133, 3.3869621689160274, 2.5268477589647507, 3.008688397623562, 3.2237788283975743, 2.808075784085511, 3.544205507791795]"
